target,city_dev_z,training_hours_z,experience_z,company_size_z,last_new_job_z,city_code,gender_code,rel_exp_code,enrolled_uni_code,edu_level_code,major_disc_code,company_type_code
1.000000,0.738919,0.180010,1.317857,-0.261855,1.215336,5.000000,2.000000,0.000000,3.000000,0.000000,4.000000,3.000000
1.000000,-2.195616,-0.799749,0.724894,-0.261855,1.816493,3.000000,1.000000,0.000000,3.000000,0.000000,3.000000,5.000000
0.000000,0.763239,-0.750516,0.131930,-0.261855,-0.588135,112.000000,1.000000,0.000000,3.000000,0.000000,4.000000,4.000000
1.000000,-2.195616,0.775111,-0.905757,-0.261855,-0.588135,3.000000,1.000000,1.000000,3.000000,0.000000,4.000000,5.000000
0.000000,-1.320119,0.883197,-0.016311,-0.261855,0.013022,93.000000,1.000000,0.000000,3.000000,0.000000,4.000000,4.000000
0.000000,-0.282494,-0.533779,-0.757516,-0.261855,1.816493,7.000000,1.000000,1.000000,3.000000,0.000000,2.000000,4.000000
0.000000,0.771345,-1.821113,-1.053998,-0.474749,0.013022,6.000000,2.000000,0.000000,3.000000,2.000000,4.000000,0.000000
0.000000,0.787558,-0.016945,-0.905757,-0.261855,-0.588135,13.000000,1.000000,1.000000,0.000000,1.000000,5.000000,4.000000
0.000000,0.771345,0.030099,1.614339,-0.261855,-0.588135,6.000000,1.000000,0.000000,3.000000,0.000000,4.000000,4.000000
0.000000,-0.606752,0.180010,-1.202239,-0.424593,0.013022,101.000000,1.000000,0.000000,0.000000,0.000000,4.000000,0.000000
0.000000,0.738919,-0.851385,1.614339,-0.261855,0.013022,5.000000,1.000000,0.000000,3.000000,0.000000,4.000000,5.000000
1.000000,-1.660590,-0.321405,-1.202239,-0.261855,-0.588135,64.000000,2.000000,0.000000,0.000000,0.000000,4.000000,1.000000
1.000000,-0.501368,-0.533779,1.614339,-0.261855,1.816493,50.000000,1.000000,0.000000,3.000000,0.000000,2.000000,4.000000
0.000000,0.212000,0.752103,-0.609275,-0.261855,-0.588135,95.000000,1.000000,0.000000,1.000000,0.000000,4.000000,5.000000
0.000000,0.892942,-0.573720,-0.609275,-0.261855,0.614179,103.000000,1.000000,0.000000,3.000000,0.000000,4.000000,4.000000
0.000000,-0.014981,-1.087542,0.428412,-0.474749,-0.588135,78.000000,2.000000,0.000000,2.000000,2.000000,4.000000,5.000000
0.000000,0.471406,0.096962,1.614339,-0.261855,1.816493,2.000000,1.000000,0.000000,3.000000,2.000000,2.000000,4.000000
0.000000,-2.260468,0.841278,-1.053998,-0.261855,-0.588135,11.000000,2.000000,1.000000,0.000000,1.000000,5.000000,5.000000
1.000000,0.293064,1.230448,-0.016311,-0.424593,0.013022,118.000000,1.000000,0.000000,3.000000,0.000000,4.000000,4.000000
0.000000,0.212000,-1.228861,-0.905757,-0.261855,1.215336,95.000000,2.000000,1.000000,3.000000,2.000000,2.000000,4.000000
0.000000,0.657855,0.075140,0.724894,-0.261855,1.816493,48.000000,1.000000,0.000000,3.000000,0.000000,4.000000,5.000000
0.000000,0.657855,-0.458152,0.576653,0.062536,-0.588135,48.000000,0.000000,0.000000,3.000000,2.000000,2.000000,3.000000
1.000000,-1.060713,1.728787,-1.202239,-0.261855,-1.189292,116.000000,2.000000,1.000000,2.000000,5.000000,5.000000,4.000000
0.000000,-1.320119,-0.703472,1.614339,-0.261855,1.215336,93.000000,1.000000,0.000000,3.000000,0.000000,4.000000,5.000000
1.000000,-1.660590,-0.905670,-1.424601,-0.261855,-1.189292,64.000000,1.000000,1.000000,0.000000,0.000000,4.000000,5.000000
0.000000,-0.014981,-0.422273,-1.202239,-0.261855,-0.588135,26.000000,1.000000,0.000000,3.000000,0.000000,4.000000,4.000000
0.000000,0.212000,0.052859,-0.757516,-0.261855,-0.588135,95.000000,1.000000,0.000000,3.000000,2.000000,4.000000,5.000000
0.000000,-2.260468,-1.307291,-1.424601,-0.261855,-1.189292,11.000000,2.000000,1.000000,0.000000,0.000000,4.000000,5.000000
0.000000,0.738919,-0.962890,-0.757516,-0.261855,0.013022,5.000000,2.000000,0.000000,3.000000,0.000000,4.000000,4.000000
0.000000,0.520045,0.412166,-0.757516,-0.424593,0.013022,74.000000,1.000000,0.000000,3.000000,2.000000,4.000000,4.000000
0.000000,0.738919,-0.229319,-1.053998,-0.261855,-0.588135,5.000000,1.000000,1.000000,3.000000,0.000000,2.000000,4.000000
0.000000,0.212000,-1.155845,-0.164552,-0.261855,0.614179,95.000000,1.000000,1.000000,0.000000,0.000000,4.000000,4.000000
0.000000,0.738919,-2.318527,-1.202239,-0.474749,-0.588135,5.000000,0.000000,0.000000,3.000000,2.000000,4.000000,0.000000
0.000000,0.738919,-1.307291,0.724894,-0.424593,1.816493,5.000000,1.000000,0.000000,3.000000,0.000000,4.000000,4.000000
0.000000,0.738919,0.943118,1.614339,-0.424593,0.013022,49.000000,1.000000,0.000000,3.000000,0.000000,4.000000,4.000000
0.000000,0.738919,1.185085,1.614339,-0.261855,-0.588135,5.000000,1.000000,1.000000,3.000000,0.000000,4.000000,5.000000
0.000000,0.738919,-0.495290,-0.757516,-0.261855,-0.588135,5.000000,1.000000,0.000000,3.000000,0.000000,4.000000,5.000000
0.000000,-0.266281,0.547455,-0.905757,-0.424593,-0.588135,63.000000,2.000000,0.000000,1.000000,2.000000,4.000000,1.000000
0.000000,0.447087,0.704530,0.724894,-0.261855,-0.588135,99.000000,1.000000,0.000000,3.000000,0.000000,4.000000,0.000000
0.000000,0.301171,0.667393,-1.424601,-0.261855,0.013022,89.000000,0.000000,1.000000,1.000000,0.000000,4.000000,4.000000
0.000000,0.738919,0.561472,-0.905757,-0.261855,0.614179,5.000000,2.000000,1.000000,0.000000,1.000000,5.000000,5.000000
0.000000,-1.060713,-0.041276,0.131930,-0.261855,0.013022,43.000000,1.000000,1.000000,0.000000,2.000000,4.000000,3.000000
0.000000,0.738919,2.125043,-0.609275,-0.261855,-0.588135,5.000000,0.000000,0.000000,3.000000,0.000000,4.000000,5.000000
0.000000,0.682174,1.215542,-0.905757,-0.261855,-0.588135,91.000000,1.000000,1.000000,0.000000,0.000000,4.000000,5.000000
0.000000,0.657855,1.491473,-1.053998,-0.261855,-1.189292,48.000000,1.000000,1.000000,3.000000,1.000000,5.000000,5.000000
1.000000,0.738919,-1.228861,-1.053998,-0.261855,-0.588135,5.000000,0.000000,1.000000,3.000000,0.000000,2.000000,4.000000
1.000000,-1.190416,1.432002,-0.757516,-0.261855,0.013022,61.000000,2.000000,0.000000,3.000000,0.000000,4.000000,4.000000
0.000000,0.738919,0.096962,-0.016311,-0.261855,-0.588135,5.000000,2.000000,0.000000,3.000000,0.000000,4.000000,2.000000
0.000000,-0.217642,-0.289811,-0.164552,-0.424593,-0.588135,94.000000,1.000000,0.000000,0.000000,0.000000,4.000000,4.000000
0.000000,0.738919,1.230448,-1.202239,-0.261855,-0.588135,49.000000,2.000000,1.000000,0.000000,1.000000,5.000000,4.000000
0.000000,-2.025381,-0.259133,-1.202239,-0.261855,-0.588135,102.000000,2.000000,1.000000,0.000000,0.000000,4.000000,4.000000
1.000000,-0.217642,-1.155845,-0.609275,-0.424593,0.013022,94.000000,1.000000,0.000000,3.000000,0.000000,4.000000,4.000000
1.000000,-2.260468,-0.495290,-0.609275,-0.261855,0.013022,11.000000,1.000000,0.000000,3.000000,0.000000,4.000000,4.000000
1.000000,-2.260468,-0.615228,-0.312793,-0.261855,-0.588135,11.000000,1.000000,0.000000,3.000000,0.000000,4.000000,4.000000
0.000000,0.398448,1.288058,1.614339,-0.261855,-0.588135,55.000000,2.000000,1.000000,3.000000,2.000000,4.000000,5.000000
0.000000,0.738919,-0.799749,0.131930,0.062536,1.816493,5.000000,0.000000,0.000000,3.000000,0.000000,4.000000,2.000000
0.000000,0.738919,1.215542,-0.757516,0.062536,-0.588135,5.000000,2.000000,0.000000,3.000000,0.000000,4.000000,5.000000
0.000000,0.657855,0.180010,0.280171,4.933826,-0.588135,48.000000,1.000000,0.000000,3.000000,0.000000,4.000000,4.000000
0.000000,0.892942,1.355922,1.614339,-0.424593,0.013022,103.000000,1.000000,0.000000,3.000000,0.000000,4.000000,4.000000
0.000000,0.552471,-2.554684,-0.164552,4.933826,0.013022,30.000000,1.000000,0.000000,3.000000,2.000000,4.000000,4.000000
1.000000,-1.660590,-2.859144,-1.202239,-0.474749,0.013022,64.000000,1.000000,0.000000,3.000000,0.000000,4.000000,4.000000
0.000000,0.657855,-0.458152,1.614339,1.686300,1.816493,48.000000,1.000000,0.000000,3.000000,0.000000,4.000000,4.000000
0.000000,-0.606752,0.052859,1.614339,-0.261855,1.215336,101.000000,1.000000,0.000000,3.000000,0.000000,5.000000,5.000000
0.000000,0.212000,1.642148,-0.312793,-0.424593,-0.588135,95.000000,1.000000,0.000000,3.000000,0.000000,4.000000,4.000000
0.000000,0.787558,-0.200322,-0.016311,-0.474749,-0.588135,13.000000,1.000000,0.000000,3.000000,0.000000,4.000000,4.000000
1.000000,0.974006,1.355922,-0.905757,-0.261855,-0.588135,121.000000,1.000000,1.000000,0.000000,0.000000,4.000000,5.000000
0.000000,-1.660590,0.872872,-1.202239,-0.261855,0.013022,64.000000,1.000000,0.000000,0.000000,0.000000,4.000000,2.000000
0.000000,0.787558,0.052859,-0.609275,-0.424593,-0.588135,13.000000,1.000000,0.000000,3.000000,2.000000,4.000000,5.000000
0.000000,0.779452,-0.851385,1.614339,1.686300,1.816493,120.000000,1.000000,0.000000,3.000000,0.000000,4.000000,4.000000
1.000000,-1.660590,-0.533779,-1.053998,-0.261855,0.013022,64.000000,1.000000,0.000000,3.000000,0.000000,4.000000,4.000000
0.000000,-1.060713,0.752103,-0.461034,-0.474749,-0.588135,116.000000,2.000000,0.000000,0.000000,0.000000,4.000000,2.000000
0.000000,0.544364,0.311298,-0.164552,-0.474749,1.215336,85.000000,1.000000,0.000000,3.000000,0.000000,4.000000,4.000000
0.000000,0.738919,1.867213,-0.016311,-0.424593,-0.588135,49.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000
0.000000,-1.660590,0.547455,0.131930,-0.424593,1.816493,64.000000,0.000000,0.000000,3.000000,0.000000,4.000000,4.000000
1.000000,0.657855,-0.799749,1.614339,-0.261855,0.013022,48.000000,1.000000,0.000000,3.000000,3.000000,4.000000,4.000000
0.000000,0.398448,-1.696461,0.280171,-0.261855,0.013022,55.000000,1.000000,0.000000,3.000000,0.000000,4.000000,4.000000
0.000000,0.738919,1.145737,-0.609275,-0.261855,-0.588135,5.000000,1.000000,0.000000,3.000000,0.000000,4.000000,4.000000
0.000000,0.057977,0.030099,-0.461034,-0.261855,-0.588135,31.000000,1.000000,0.000000,0.000000,2.000000,4.000000,5.000000
0.000000,-1.101245,0.952783,0.131930,-0.261855,0.013022,111.000000,1.000000,0.000000,0.000000,0.000000,4.000000,4.000000
0.000000,0.212000,0.489450,-1.053998,-0.261855,-0.588135,95.000000,1.000000,0.000000,3.000000,0.000000,2.000000,4.000000
0.000000,0.738919,-0.962890,1.614339,-0.261855,1.816493,5.000000,0.000000,0.000000,3.000000,0.000000,4.000000,2.000000
0.000000,0.738919,0.159851,0.724894,-0.424593,-0.588135,5.000000,0.000000,1.000000,3.000000,2.000000,4.000000,4.000000
1.000000,0.738919,0.328791,-0.609275,-0.424593,0.614179,5.000000,0.000000,0.000000,3.000000,0.000000,4.000000,4.000000
0.000000,0.520045,-2.318527,1.614339,1.686300,1.816493,74.000000,2.000000,1.000000,3.000000,3.000000,4.000000,3.000000
0.000000,0.787558,-1.821113,0.280171,-0.261855,1.816493,13.000000,1.000000,1.000000,3.000000,0.000000,4.000000,4.000000
0.000000,-0.201429,1.381894,1.614339,-0.261855,0.614179,4.000000,2.000000,0.000000,3.000000,2.000000,4.000000,4.000000
0.000000,-1.320119,1.982361,1.466098,-0.261855,1.215336,93.000000,1.000000,0.000000,3.000000,0.000000,4.000000,5.000000
0.000000,-0.201429,1.252421,-1.202239,-0.474749,-1.189292,4.000000,1.000000,1.000000,3.000000,1.000000,5.000000,2.000000
0.000000,0.738919,0.489450,-0.164552,-0.261855,-0.588135,5.000000,2.000000,1.000000,3.000000,3.000000,4.000000,5.000000
0.000000,-1.660590,-0.615228,-1.053998,-0.261855,-0.588135,64.000000,1.000000,1.000000,3.000000,5.000000,5.000000,5.000000
1.000000,0.738919,1.161652,-1.053998,-0.261855,-0.588135,5.000000,1.000000,1.000000,3.000000,2.000000,2.000000,4.000000
0.000000,-2.260468,-0.799749,-1.202239,-0.261855,-0.588135,11.000000,2.000000,1.000000,0.000000,0.000000,4.000000,5.000000
0.000000,0.738919,0.575307,-0.016311,-0.474749,-0.588135,5.000000,1.000000,0.000000,3.000000,0.000000,4.000000,1.000000
1.000000,-1.060713,-0.750516,-0.757516,-0.261855,1.215336,116.000000,0.000000,1.000000,0.000000,2.000000,4.000000,5.000000
0.000000,-1.660590,-0.259133,-0.312793,4.933826,0.013022,64.000000,0.000000,0.000000,3.000000,0.000000,5.000000,4.000000
0.000000,0.738919,-1.087542,-0.164552,-0.474749,0.013022,49.000000,1.000000,1.000000,3.000000,0.000000,4.000000,4.000000
0.000000,0.301171,1.329296,1.614339,-0.261855,1.816493,89.000000,1.000000,1.000000,3.000000,0.000000,4.000000,5.000000
0.000000,0.738919,-1.087542,1.614339,4.933826,1.816493,5.000000,1.000000,0.000000,3.000000,0.000000,4.000000,4.000000
0.000000,0.787558,1.053651,1.614339,-0.261855,-1.189292,13.000000,2.000000,0.000000,3.000000,2.000000,4.000000,5.000000
0.000000,-0.485155,0.075140,0.576653,-0.261855,1.816493,45.000000,2.000000,0.000000,3.000000,0.000000,3.000000,5.000000
1.000000,-0.606752,0.862445,0.280171,-0.261855,0.013022,101.000000,1.000000,0.000000,3.000000,0.000000,4.000000,5.000000
0.000000,0.212000,0.883197,-0.609275,0.062536,-1.189292,95.000000,1.000000,0.000000,1.000000,0.000000,4.000000,4.000000
0.000000,0.738919,0.180010,-0.905757,-0.261855,-1.189292,5.000000,1.000000,1.000000,3.000000,1.000000,5.000000,5.000000
0.000000,0.787558,-0.117814,-0.164552,-0.261855,1.215336,13.000000,2.000000,0.000000,3.000000,1.000000,5.000000,5.000000
1.000000,0.738919,0.981259,-0.905757,-0.261855,-0.588135,5.000000,1.000000,0.000000,0.000000,1.000000,5.000000,5.000000
0.000000,0.738919,-1.155845,1.614339,-0.424593,1.816493,5.000000,1.000000,1.000000,3.000000,3.000000,4.000000,4.000000
0.000000,0.657855,-2.318527,0.131930,-0.261855,-0.588135,48.000000,2.000000,0.000000,3.000000,5.000000,5.000000,5.000000
0.000000,0.657855,0.238281,1.614339,1.686300,1.816493,48.000000,2.000000,0.000000,3.000000,2.000000,0.000000,2.000000
1.000000,-1.660590,0.118343,-0.609275,-0.261855,1.215336,64.000000,1.000000,0.000000,3.000000,0.000000,4.000000,4.000000
0.000000,0.657855,0.518850,0.724894,-0.261855,1.816493,48.000000,1.000000,0.000000,3.000000,0.000000,4.000000,5.000000
1.000000,0.779452,1.223021,0.576653,4.933826,0.614179,114.000000,1.000000,0.000000,0.000000,0.000000,4.000000,4.000000
0.000000,0.787558,-0.458152,-0.609275,-0.261855,-1.189292,13.000000,1.000000,1.000000,3.000000,1.000000,5.000000,4.000000
0.000000,0.738919,-1.962432,0.428412,-0.261855,-0.588135,5.000000,1.000000,0.000000,3.000000,0.000000,4.000000,4.000000
0.000000,0.738919,1.096504,1.021376,4.933826,-0.588135,5.000000,1.000000,0.000000,3.000000,0.000000,3.000000,4.000000
0.000000,0.892942,2.105800,1.614339,-0.261855,-1.189292,103.000000,2.000000,0.000000,3.000000,0.000000,4.000000,5.000000
0.000000,0.738919,-0.289811,1.614339,-0.261855,0.013022,5.000000,1.000000,0.000000,3.000000,0.000000,5.000000,4.000000
0.000000,-0.201429,-0.091681,-0.609275,-0.261855,1.816493,4.000000,2.000000,1.000000,3.000000,2.000000,4.000000,4.000000
1.000000,0.738919,1.580180,1.169616,-0.261855,-0.588135,49.000000,2.000000,0.000000,3.000000,0.000000,4.000000,5.000000
0.000000,0.738919,0.238281,0.724894,-0.261855,1.816493,5.000000,0.000000,0.000000,3.000000,2.000000,4.000000,4.000000
0.000000,-1.060713,-0.321405,1.614339,0.062536,1.816493,42.000000,1.000000,1.000000,3.000000,0.000000,4.000000,4.000000
0.000000,0.738919,-1.392002,1.614339,-0.261855,1.816493,5.000000,1.000000,0.000000,3.000000,0.000000,0.000000,4.000000
0.000000,-0.606752,-0.066178,1.614339,-0.474749,-0.588135,101.000000,1.000000,0.000000,3.000000,0.000000,4.000000,4.000000
1.000000,0.738919,0.716626,1.614339,-0.261855,1.816493,5.000000,1.000000,0.000000,3.000000,2.000000,4.000000,3.000000
0.000000,0.212000,0.999827,-0.016311,-0.261855,1.215336,95.000000,1.000000,0.000000,3.000000,2.000000,4.000000,4.000000
0.000000,-1.060713,-0.289811,1.614339,-0.261855,1.816493,98.000000,2.000000,0.000000,2.000000,5.000000,5.000000,5.000000
0.000000,-1.060713,-1.087542,-0.757516,-0.474749,-0.588135,116.000000,1.000000,0.000000,1.000000,2.000000,4.000000,0.000000
0.000000,0.657855,-1.696461,-1.053998,-0.261855,-0.588135,48.000000,2.000000,1.000000,0.000000,1.000000,5.000000,5.000000
0.000000,0.398448,-0.703472,-1.202239,-0.261855,-0.588135,55.000000,0.000000,0.000000,1.000000,1.000000,5.000000,2.000000
0.000000,0.738919,-1.228861,1.614339,4.933826,1.215336,5.000000,1.000000,0.000000,3.000000,2.000000,4.000000,4.000000
0.000000,0.974006,1.808866,1.614339,-0.474749,-0.588135,121.000000,1.000000,0.000000,3.000000,0.000000,4.000000,3.000000
0.000000,0.738919,-0.703472,-0.164552,-0.261855,-0.588135,5.000000,1.000000,0.000000,3.000000,2.000000,4.000000,4.000000
0.000000,0.738919,0.641890,1.614339,-0.474749,-0.588135,5.000000,1.000000,0.000000,3.000000,2.000000,4.000000,1.000000
0.000000,-0.428410,-1.392002,-0.905757,-0.261855,-0.588135,56.000000,2.000000,0.000000,0.000000,0.000000,4.000000,1.000000
1.000000,-1.060713,-0.615228,-0.757516,4.933826,-0.588135,119.000000,1.000000,1.000000,0.000000,0.000000,4.000000,5.000000
0.000000,0.738919,0.139301,1.614339,-0.261855,-0.588135,5.000000,1.000000,0.000000,3.000000,0.000000,4.000000,1.000000
0.000000,0.771345,-1.087542,-0.609275,-0.261855,-1.189292,6.000000,1.000000,1.000000,0.000000,1.000000,5.000000,5.000000
0.000000,0.892942,-0.353971,1.614339,-0.261855,1.816493,70.000000,1.000000,0.000000,3.000000,2.000000,4.000000,4.000000
0.000000,0.787558,0.679917,1.614339,-0.424593,-1.189292,13.000000,1.000000,0.000000,3.000000,2.000000,4.000000,4.000000
0.000000,0.552471,-0.041276,-0.905757,-0.261855,-0.588135,30.000000,1.000000,0.000000,1.000000,0.000000,4.000000,4.000000
1.000000,-1.660590,0.913581,-0.016311,-0.261855,1.816493,64.000000,2.000000,0.000000,3.000000,0.000000,4.000000,4.000000
0.000000,0.738919,0.518850,1.614339,-0.424593,1.816493,5.000000,0.000000,0.000000,3.000000,0.000000,4.000000,4.000000
1.000000,-0.323026,-0.041276,0.576653,-0.261855,1.816493,14.000000,1.000000,0.000000,3.000000,0.000000,4.000000,4.000000
0.000000,-1.060713,1.301983,0.724894,-0.424593,-0.588135,119.000000,1.000000,0.000000,3.000000,0.000000,4.000000,0.000000
0.000000,0.738919,0.328791,0.280171,-0.261855,-0.588135,5.000000,1.000000,0.000000,3.000000,0.000000,4.000000,4.000000
0.000000,-1.660590,-1.696461,-1.202239,-0.261855,-1.189292,64.000000,1.000000,1.000000,0.000000,2.000000,4.000000,5.000000
1.000000,0.657855,-0.962890,0.428412,-0.261855,0.614179,48.000000,1.000000,1.000000,0.000000,2.000000,4.000000,5.000000
0.000000,0.763239,-0.289811,-1.350480,-0.261855,-0.588135,112.000000,1.000000,1.000000,3.000000,1.000000,5.000000,5.000000
0.000000,0.657855,-0.144608,-0.905757,-0.261855,-1.189292,48.000000,1.000000,0.000000,3.000000,2.000000,4.000000,1.000000
0.000000,0.738919,1.468084,0.576653,-0.474749,0.013022,5.000000,1.000000,0.000000,3.000000,0.000000,2.000000,0.000000
0.000000,0.738919,-1.392002,0.724894,-0.424593,-0.588135,49.000000,1.000000,0.000000,3.000000,0.000000,4.000000,4.000000
0.000000,0.520045,0.716626,1.614339,-0.261855,-1.189292,74.000000,1.000000,0.000000,3.000000,1.000000,5.000000,5.000000
0.000000,-0.217642,0.679917,0.428412,-0.261855,-1.189292,94.000000,1.000000,0.000000,3.000000,0.000000,4.000000,5.000000
0.000000,0.447087,-0.321405,1.614339,-0.261855,0.013022,99.000000,1.000000,0.000000,3.000000,0.000000,4.000000,0.000000
1.000000,0.471406,-0.353971,-0.164552,-0.261855,-0.588135,2.000000,2.000000,0.000000,3.000000,2.000000,4.000000,4.000000
0.000000,-1.660590,-0.117814,-1.202239,0.062536,-0.588135,64.000000,1.000000,1.000000,3.000000,0.000000,4.000000,3.000000
0.000000,-0.436516,-1.307291,-0.461034,-0.261855,-0.588135,90.000000,2.000000,0.000000,3.000000,0.000000,4.000000,4.000000
0.000000,-1.660590,0.139301,-0.757516,-0.261855,-0.588135,64.000000,2.000000,0.000000,0.000000,0.000000,4.000000,4.000000
